link,title,location,price,summary_description,square_meters,rent,number_of_rooms,deposit,floor_level,building_type,available_from,balcony_garden_terrace,remote service,completion,ownership,rent_to_students,equipment,media_types,heating,security,windows,elevator,parking_space,build_year,building_material,additional_information
https://www.otodom.pl/pl/oferta/myslowice-bonczyk-3pok-taras-ID4k84Z,Mysłowice Bonczyk 3pok + taras,"ul. Wielka Skotnica, Mysłowice, śląskie",1 800 zł,"Polecamy Państwu do wynajęcia na długi okres czasu mieszkanie 3 pokojowe położone na jednym z najlepszych osiedli w Mysłowicach przy ul. Wielka Skotnica , bloki od numeru 88-98.Mysłowice Bończyk , mieszkanie położone na parterze w bloku 4 piętrowym.- 2 niezależne pokoje o wymiarach 270cm x 450cm , - salon- wc osobno- łazienka- kuchnia - przedpokójMieszkanie do wynajęcia , odstępne najmu 1800 zł + czynsz do spółdzielni + media.Kaucja zwrotna 3000 zł , Kaucja może zostać obniżona na życzenie klienta , natomiast nie jest zwracana jeśli najemca wyprowadzi się przed umówionym terminem najmu.Prąd i gaz umowy przepisujemy na najemcę.Obowiązuje NAJEM OKAZJONALNY , notariusza ponosi Najemca lub Najem dla Firm. Ponadto Najemca ponosi wynagrodzenie biura w wysokości 1 - go miesięcznego czynszu netto.Polecamy i zapraszamy Ofertę Prowadzi Piotr Kędziora lic. zaw. 6204 , tel. 793101081, Zapraszamy do oglądania i wynajmu.
Powyższa oferta nie stanowi oferty handlowej w myśl ar 66 Kc",59 m²,990 zł/miesiąc,3,3 000 zł,parter/4,blok,,taras,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",brak informacji,miejskie,"drzwi / okna antywłamaniowe, domofon / wideofon",plastikowe,nie,brak informacji,1980,brak informacji,piwnica
https://www.otodom.pl/pl/oferta/mieszkanie-25-m-sosnowiec-ID4kdOW,"Mieszkanie, 25 m², Sosnowiec","Stary Sosnowiec, Sosnowiec, śląskie",1 000 zł,"Oferujemy do wynajmu 2 osobne pokoje w M-3 w kameralnej kamienicy na 1 piętrze o powierzchni 45m2.Mieszkanie znajduje się w ścisłym centrum miasta, ale w cichym miejscu bez odgłosów jezdni.Składa się z 2 osobnych pokoi, kuchni w kwadracie, przedpokoju oraz łazienki i wc.   Wystawa okienna na jedną stronę budynku.Czynsz miesięczny za 1 pokój 1000zł, za drugi mniejszy pokój 800zł plus opłata za media: wodę i prąd oraz CO w sezonie grzewczym. Kaucja 2-miesięczny czynsz.Pokój mniejszy jest już wynajęty.Istnieje możliwość doposażenia wnętrza w meble lub usunięcia niepotrzebnych.Mieszkanie przeznaczone dla pracowników.Dostępne media: energia elektr., woda, brak gazu.ogrzewanie CO centralne, własne dla kamienicy,ciepła woda z bojlera elektrycznego,internet bezpłatny.Standard wykończenia:ściany w pokojach w gładziach, malowane. w kuchni częściowo kafelki,na podłogach panele,okna PCV,na wyposażeniu pralka, 2 lodówki, płyta grzewcza, zlewozmywak, stół, stolik, krzesła, 5 łóżek, szafy, szafki,łazienka z prysznicem, umywalką, wc w glazurze i terakocie.Opis budynku:niska kamienica z cegły po termomodernizacji,zadbana klatka schodowa,budynek ogrodzony,domofon,pod budynkiem miejsca parkingowe.Komunikacja:autobus, tramwaj, bus, pociąg.Usługi: obok szereg sklepów Lewiatan, Biedronka, CH Plaza, uczelnie wyższe, szkoła podstawowa, przedszkole, banki, przychodnie zdrowia, przystanki komunikacji miejskiej, dworzec PKP, blisko do terenów zielonych, szybki dojazd do centrum i miast ościennych.Zapraszamy do oglądania i wynajmu.Usługa pośrednictwa jest usługą płatną.::LINK DO STRONY ::KONTAKT DO AGENTA Monika Zmarlak32 297 21 91508802800Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Urszula Kozieł (licencja nr: 10973)",25 m²,,1,,1/1,kamienica,,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,meble,internet,brak informacji,brak informacji,plastikowe,nie,brak informacji,brak informacji,cegła,brak informacji
https://www.otodom.pl/pl/oferta/wynajme-3-pokojowe-mieszkanie-ogrodek-ID4k4dV,"Wynajmę 3 pokojowe Mieszkanie , Ogródek !!","Milowice, Sosnowiec, śląskie",2 300 zł,"OFERTA SKIEROWANA DLA FIRM , PARY.
Studentek 

Sosnowiec Osiedle Kalety 
Mieszkanie 3 pokojowe w Domu z dostępem do OGRÓDKA

Polecam na wynajem 3 pokojowe mieszkanie o powierzchni 71 m2 usytuowane na parterze wolnostojącego domu,  osobne wejście. Dwa niezależne pokoje dobrze doświetlone , trzeci sypialnia z łóżkiem i szafa,   duża widna kuchnia z  zabudowana meblami. Łazienka i toaleta wykończona kaflami  z wanną rogową. W korytarzu szafa zabudowana.Na ścianach gładzie. Stolarka: drzwi, okna w całym mieszkaniu nowe.Osiedle dobrze zagospodarowane infrastrukturą usługową sklepy. Blisko do Parku  z licznymi ścieżkami rekreacyjnymi, rowery .Dobre połączenie komunikacyjne z innymi miastami ościennymi.do kwoty najmu należy doliczyć media  : prąd, woda, gaz. Polecam",71 m²,1 zł/miesiąc,3,2 300 zł,parter/1,dom wolnostojący,,ogródek,Obsługa zdalnatak,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble, piekarnik, kuchenka, pralka",internet,gazowe,"teren zamknięty, domofon / wideofon, rolety antywłamaniowe",plastikowe,nie,garaż/miejsce parkingowe,1990,cegła,"piwnica, oddzielna kuchnia, pom. użytkowe"
https://www.otodom.pl/pl/oferta/mieszkanie-38-m-myszkow-ID4k3nx,"Mieszkanie, 38 m², Myszków","Myszków, myszkowski, śląskie",1 450 zł,"Wynajmę, eleganckie mieszkanie po generalnym remoncie, 1450 złotych miesięcznie, 38,5m2, Myszków, Będusz.WGN Myszków ul. Sikorskiego 53G.Oferujemy Państwu nowe, umeblowane mieszkanie na wynajem usytuowane 2 piętrze 2 piętrowego bloku mieszkalnego w Myszkowie dzielnicy Będusz.Mieszkanie o powierzchni 38,5m2 składa się z przestronnego salonu połączonego z aneksem kuchennym, korytarza, łazienki i sypialni.Lokal wyposażony w wysokiej klasy sprzęt AGD oraz meble np. pralka automatyczna, lodówka, zamrażarka, zmywarka, indukcja, kanapa, stół, stolik pod rtv, szafa. - blok w całości docieplony.- ogrzewanie gazowe.- bezpłatny parking z wydzielonymi miejscami dla niepełnosprawnych.- teren częściowo ogrodzony objęty całodobowym systemem monitoringu.- domofon.- elektroniczny zamek szyfrowy. Największym atutem prezentowanej nieruchomości jest jej doskonała lokalizacja w cichej i spokojnej dzielnicy Myszkowa. Blisko przystanek autobusowy, szkoła, sklepy, Kościół, plac zabaw etc. Naszą ofertę dedykujemy w szczególności potencjalnym klientom poszukującym nowego komfortowego mieszkania, bez wkładu finansowego oraz osobom ceniącym sobie prestiż i prywatność.W razie wszelkich pytań (nieruchomość, kredyt na zakup) proszę o kontakt telefoniczny lub mailowy. Sebastian Jagusiak 660 028 844 Informacje dotyczące nieruchomości zostały sporządzone na podstawie oświadczeń i nie są ofertą w rozumieniu przepisów prawa, mają charakter wyłącznie informacyjny i mogą podlegać aktualizacji.Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny zalecamy jej weryfikację. W razie wszelkich pytań (nieruchomość, kredyt na zakup) proszę o kontakt telefoniczny lub mailowy. Sebastian Jagusiak 660 028 844 Informacje dotyczące nieruchomości zostały sporządzone na podstawie oświadczeń i nie są ofertą w rozumieniu przepisów prawa, mają charakter wyłącznie informacyjny i mogą podlegać aktualizacji..",38 m²,,2,,2/2,,,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,brak informacji,brak informacji,gazowe,brak informacji,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-na-wynajem-katowice-ID4jXBt,Atrakcyjne mieszkanie na wynajem Katowice!,"Śródmieście, Katowice, śląskie",2 800 zł,"Oferujemy na wynajem atrakcyjne mieszkanie w Katowicach5 min od centrum Katowic i spodka  ! Bardzo korzystna lokalizacja w Katowicach. Niewielka odległość od Centrum. Dogodny dojazd zarówno samochodem jak i komunikacją miejską.Lokal ma powierzchnię ok. 90 m2. W skład tej powierzchni wchodzą: 3 pokoje, hol, toaleta, łazienka z wc i prysznicem, kuchnia oraz pomieszczenie gospodarczeWykończenie i standard:uchylne okna,klimatyzacja,kable światłowodowe,system kontroli dostępu,centrala telefonicznaBudynek posiada recepcje,  ochronę, windy cichobieżne, garaż podziemny, parking naziemny.Czynsz najmu: 2800zł  + media Czynsz do negocjacji! Zapraszamy do oglądania!Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa:  (licencja nr: 1975)",90 m²,,3,,3/10,apartamentowiec,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,brak informacji,nie,garaż/miejsce parkingowe,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/dolina-trzech-stawow-2p-mieszkanie-do-wynajecia-ID4jTlG,Dolina Trzech Stawów - 2P mieszkanie do wynajęcia,"ul. gen. Kazimierza Pułaskiego, Osiedle Paderewskiego-Muchowiec, Katowice, śląskie","2 498,73 zł","Do wynajęcia mieszkanie dwupokojowe z balkonem, zlokalizowane w Katowicach przy ul. Pułaskiego, Dolina Trzech Stawów.Brak prowizji dla biura nieruchomości !- możliwość zawarcia umowy najmu powyżej 24 miesięcy, czynsz uzależniony od okresu najmu.Mieszkanie zlokalizowane na siódmym piętrze, w budynku z monitoringiem oraz wejściem zabezpieczonym domofonem. Do użytku lokatorów nowoczesna winda. Dodatkowo istnieje możliwość wynajęcia miejsca parkingowego w parkingu podziemnym oraz komórki lokatorskiej na piętrze.Rozkład pomieszczeń:- Salon z aneksem kuchennym,- Sypialnia,- Łazienka z wc,- Przedpokój.Wyposażenie:- Kuchnia: meble w zabudowie, okap. płyta ceramiczna, piekarnik, lodówka, zmywarka, zlewozmywak,- Łazienka: wanna z funkcją prysznica, umywalka, wc, grzejnik drabinkowy, lustro, szafki łazienkowe,W oknach zamontowane rolety tzw. plisy, w całym mieszkaniu nowoczesne oświetlenie.Istnieje możliwość umeblowania gratis (rozkładana sofa, stół z 4 krzesłami, stolik kawowy, stolik RTV, dwuosobowe łóżko z materacem i szafka nocna).Media: woda, kanalizacja, energia, centralne ogrzewanie sieciowe, ciepła woda bieżąca.Czynsz przy założeniach:- umowa najmu na 24 miesiące 2498,73 złotych/miesięcznie, plus opłata eksploatacyjna 449,23 złotych, plus media według zużyciaNajemca zobowiązany jest do uiszczenia kaucji w wysokości jednego miesięcznego czynszu.Uwaga !!! Akceptowalne zwierzęta - psy i koty !!! Możliwość meldunku.Lokalizacja:Bardzo dobra lokalizacja, w pobliżu pełna infrastruktura, sklepy, restauracje, punkty handlowo - usługowe różnego typu, banki, przychodnie lekarskie, szkoły, przedszkola, Uniwersytet Ekonomiczny, Dolina Trzech Stawów, komunikacja autobusowa oraz tramwajowa, szybki dojazd do autostrady A4 oraz trasy S86 co umożliwia doskonałe połączenie z miastami ościennymi.Idealna oferta dla osób pracujących lub studiujących w centrum miasta !ZACHĘCAM ZDECYDOWANEGO KLIENTA DO ZAPOZNANIA SIĘ Z OFERTĄ OSOBIŚCIE.Klik : POLUB NAS ! Najszybszy dostęp do aktualnych ofert.Serdecznie zapraszamy do kontaktu!Osoba odpowiedzialna zawodowo za ofertęJagoda Pięta Pośrednik w obrocie Nieruchomościami o nr licencji PFRN 28085Grupa Konsultingowa DEFIN Spółka z o.o.40-087 Katowiceul. Sokolska 65kom. 510 211 498Niniejsza propozycja nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego, lecz ma charakter informacyjny.Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","46,96 m²",,2,,7/8,apartamentowiec,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,brak informacji,"telewizja kablowa, internet",miejskie,monitoring / ochrona,brak informacji,tak,garaż/miejsce parkingowe,2018,pustak,pom. użytkowe
https://www.otodom.pl/pl/oferta/mieszkanie-na-wynajem-chorzow-ID4jSOx,Mieszkanie na wynajem - Chorzów,"Centrum, Chorzów, śląskie",1 200 zł,"NUMER OFERTY W BIURZE: WLVCM8452NAJEM OKAZJONALNYPrzedstawiamy Państwu ofertę wynajmu mieszkania zlokalizowanego w Chorzowie przy Placu św. Jana.  Mieszkanie o łącznej powierzchni 39m2 znajduje się na drugim piętrze w kamienicy i składa się z jednego pokoju, obszernej kuchni, którą można zaaranżować jako drugi pokój z aneksem kuchennym, łazienki oraz toalety.  Mieszkanie jest po kapitalnym remoncie tj.: nowa stolarka okienna, nowa łazienka i armatura oraz wymieniona stolarka podłogowa i drzwiowa. Pozostaje do aranżacji kuchnia w porozumieniu z potencjalnym najemcą.Kamienica jest monitorowana. Do klatki schodowej jest elektroniczny zamek. Ogrzewanie elektryczne.Cena najmu to koszt 1200 PLN + media (prąd, woda i wywóz śmieci).Kaucja: 2400,00 PLN Dogodna lokalizacja, wszystkich zainteresowanych zapraszamy do kontaktu. Przedstawione na naszych stronach oferty nie stanowią oferty w rozumieniu Kodeksu Cywilnego.ENGLISH VERSION BELLOW: OFFER NUMBER IN OFFICE: WLVCM8452OCCASIONAL LEASEWe present to you an offer to rent an apartment located in Chorzow at St. John's Square.  The apartment with a total area of 39m2 is located on the second floor of an apartment building and consists of one room, a spacious kitchen, which can be arranged as a second room with a kitchenette, a bathroom and a toilet.  The apartment is after a complete renovation, i.e.: new window frames, new bathroom and fixtures and replaced floor and door frames. It remains to arrange the kitchen in consultation with the potential tenant.The tenement house is monitored. There is an electronic lock to the staircase. The rental price is 1200 PLN + utilities (electricity, water and garbage disposal).Deposit: 2400,00 PLN. Convenient location, all interested are welcome to contact us. The offers presented on our website do not constitute an offer within the meaning of the Civil Code.",39 m²,,2,,2/3,kamienica,,,Obsługa zdalnaZapytaj,do wykończenia,biuro nieruchomości,brak informacji,brak informacji,brak informacji,elektryczne,brak informacji,plastikowe,nie,brak informacji,brak informacji,brak informacji,brak informacji
https://www.otodom.pl/pl/oferta/katowice-pokoj-do-wynajmu-bliskosc-dworca-pkp-ID4jO9W,Katowice - pokój do wynajmu bliskość dworca PKP,"ul. Mikołowska, Śródmieście, Katowice, śląskie",900 zł,"Do wynajmu pokój w mieszkaniu trzypokojowym . Wszystkie pokoje z osobnym wejściem zamykane na klucz . Do dyspozycji mieszkańców  ; przedpokój, oddzielna duża kuchnia , łazienka - osobno wc .Pokój umeblowany . Okno plastikowe . Podłogi parkiet. Bardzo dobra lokalizacja - bliskość dworca PKP , bliskość środków komunikacji miejskiej , bliskość Centrum . Koszt najmu 900zł , plus 100zł zaliczkowo na media , plus kaucja . Pokój wolny od marca .  Kontakty do biura 502 439 991 , 515 134 776 .",14 m²,,1,900 zł,3/4,blok,,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"lodówka, meble, kuchenka, pralka",brak informacji,miejskie,domofon / wideofon,plastikowe,nie,brak informacji,brak informacji,cegła,oddzielna kuchnia
https://www.otodom.pl/pl/oferta/lux-apartament-taras-3-stawy-ID4jMpi,Lux Apartament ! Taras ! 3 Stawy !,"Osiedle Paderewskiego-Muchowiec, Katowice, śląskie",4 420 zł,"ŚLĄSKIE - KATOWICE - Dolina 3 stawów Do wynajęcia piękny apartament składający się z salony połączonego z kuchnią, sypialni oraz toalety. Do mieszkania przynależy miejsce parkingowe.Opis mieszkania  To miejsce na pewno nie pozwoli na nudę. Już samo wnętrze, bogate w różne faktury, działa energetyzująco. W części dziennej króluje drewno oraz wygodna kanapa, naprzeciw której znajduje się duży telewizor. Świetnie wyposażona kuchnia to głównie biały marmur z niewielkimi drewnianymi akcentami. Sypialnia to połączenie śnieżnej bieli i drewna. Z każdego pomieszczenia wychodzą wielkie okna w stronę przestronnego tarasu, skąd rozpościera się idylliczny wręcz widok na okoliczną zieleń. Sąsiedztwo trzech stawów to z kolei gwarancja możliwości. W ciągu dnia możemy wybrać się na przyjemny spacer czy pograć w siatkówkę na plaży, a wieczorami warto zajrzeć na wybrzeże, gdzie tętni nocne życie.WyposażenieAneks kuchenny - lodówka z zamrażalnikiem, płyta grzewcza, zmywarka, piekarnik, sztućce, talerze, szklanki, kieliszki do wina, przybory kuchenne, garnki, korkociągCzęść dzienna - stolik kawowy, kanapa, blat jadalniany, trzy krzesła, telewizor, szafa, szafka RTVSypialnia - łóżko podwójne, stolik nocny, szafaŁazienka - wanna, szafka z umywalką, lustro, wc, papier toaletowy, pralka, ręczniki, zestaw kosmetyków, suszarka do włosówInne - żelazko, deska do prasowania, wieszaki, łyżka do butów, suszarka na pranie, kocKoszty Czynsz - 4420 zł media - prąd wg zużyciaTV + Internet w cenie Kaucja - 4500 złBiuro pobiera prowizje Zapraszam do kontaktu ! Pośrednik odpowiedzialny zawodowo za wykonanie umowy pośrednictwa: Monika Kobiela (licencja nr: 19554)-KUPIMY TWOJĄ NIERUCHOMOŚĆ LUB PRZYJMIEMY JĄ W ROZLICZENIU !BEZPŁATNIE POMOŻEMY W UZYSKANIU KREDYTU HIPOTECZNEGO !WYREMONTUJEMY LUB WYKOŃCZYMY TWÓJ DOM, MIESZKANIE LUB LOKAL !SKUTECZNIE SPRZEDAJEMY I WYNAJMUJEMY PONAD 98% NASZYCH OFERT !POMAGAMY W ODDŁUŻANIU NIERUCHOMOŚCI !DZIAŁAMY ZAWSZE FAIR PLAY !Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu kodeksu cywilnego.",45 m²,420 zł/miesiąc,2,4 500 zł,,apartamentowiec,,taras,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,"zmywarka, lodówka, pralka",brak informacji,miejskie,monitoring / ochrona,plastikowe,tak,garaż/miejsce parkingowe,2020,cegła,oddzielna kuchnia
https://www.otodom.pl/pl/oferta/przytulna-kawalerka-po-remoncie-czeka-na-lokatora-ID4jFg3,Przytulna kawalerka po remoncie czeka na Lokatora,"Pogoń, Sosnowiec, śląskie",1 600 zł,"Mieszkanie po generalnym remoncie tylko w naszym biurze!Dostępne od 1 MARCA 2024rLink do filmu:Oferujemy do WYNAJMU mieszkanie w wysokim standardzie zlokalizowane w Sosnowcu dzielnicy Pogoń na ulicy Gospodarczej o powierzchni 26 mkw. usytuowane na 2 piętrze w niskim bloku po termomodernizacji. Klatka zamykana na domofon. Mieszkanie składa się z ustawnego pokoju, kuchni w aneksie, przedpokoju oraz łazienki z WC.Mieszkanie słoneczne i ciepłe.Do mieszkania przynależy piwnica oraz mały balkon typu francuskiego.STAN TECHNICZNY Nowa stolarka drzwiowa oraz okienna wysokiej klasy. Na podłogach zastosowane zostały panele (salon) oraz płytki (przedpokój, aneks kuchenny) co daje duży komfort użytkowania. Na ścianach gładzie gipsowe. Łazienka natomiast została wykończona glazurą, na wyposażeniu kabina prysznicowa. Wymienione zostały wszystkie instalacje - elektryczna, wodno-kanalizacyjna wraz z pionami.WYPOSAŻENIENowa zabudowa kuchenna wraz ze sprzętem AGD ( lodówka, piekarnik, płyta indukcyjna, okap).W pokoju funkcjonalna rozkładana sofa, komody, duży telewizor, stolik kawowy oraz stół z krzesłami.W przedpokoju duża szafa dwudrzwiowa oraz zabudowana szafka.W łazience na wyposażeniu pralka.Mieszkanie jest bardzo przytulne i przyjemnie wykończone, co w połączeniu ze sobą daje dużo spokoju i harmonii podczas użytkowania. MEDIACentralne ogrzewanie z sieci miejskiejciepła woda z bojleraCałkowity koszt najmu wynosi 1600zł + czynsz ok 220zł (w czynszu centralne ogrzewanie) + media według zużycia (woda,prąd oraz śmieci)Kaucja w wysokości 4000zł.LOKALIZACJAMieszkanie położone w dzielnicy Pogoń idealne dla studenta lub pary. Blisko Uniwersytet Śląski (15 minut spacerem), 20 minut do Wydziału Nauk Przyrodniczych. W pobliżu sklepy, placówki edukacyjne, przychodnia lekarska oraz dla niezmotoryzowanych punkty komunikacji miejskiej. Szybki dojazd do miast ościennych oraz trasy S86 w stronę Katowic oraz Częstochowy.Zapraszamy do oglądania!",26 m²,220 zł/miesiąc,1,,2,blok,,balkon,Obsługa zdalnaZapytaj,,biuro nieruchomości,brak informacji,brak informacji,brak informacji,miejskie,brak informacji,plastikowe,nie,brak informacji,1980,brak informacji,piwnica
https://www.otodom.pl/pl/oferta/3-pokoje-sosnowiec-malachowskiego-9-ID4jArd,3 pokoje Sosnowiec Małachowskiego 9,"ul. Stanisława Małachowskiego, Centrum / Śródmieście, Sosnowiec, śląskie",2 300 zł,"BEZ PROWIZJI

Do wynajęcia mieszkanie w kamienicy w centrum miasta, przy ulicy Małachowskiego.

Mieszkanie 3 -pokojowe z balkonem (przestronny salon z aneksem kuchennym), o powierzchni 66 m2, położone na 1 piętrze.
Mieszkanie w bardzo dobrym stanie technicznym, po remoncie, częściowo umeblowane.

Salon z aneksem kuchennym - meble kuchenne w zabudowie ze sprzętami (pralka, lodówka, płyta elektryczna 4 palnikowa), duża kanapa narożna, stół + krzesła . 2 oddzielne pokoje, w jednym dwie szafy Ikea, pokoje mogą zostać doposażone w meble.

Media: ogrzewanie centralne miejskie, woda ciepła z sieci miejskiej, woda zimna, prąd. Gazu brak.
 
Cena 2300 zł /miesiąc
Dodatkowo płatne co miesiąc:
- zaliczka na centralne ogrzewanie miejskie 550 zł
- zaliczka na wodę i ścieki 1m3=17,66 zł
- śmieci 27,70 zł /osoba
 
Dodatkowo prąd - umowę z Tauron podpisuje Najemca.
 
Kaucja 2300 zł
 
Tel. 603 85 00 85.",66 m²,,3,2 300 zł,1/4,kamienica,,balkon,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,tak,"lodówka, meble, kuchenka, pralka",brak informacji,miejskie,brak informacji,plastikowe,nie,brak informacji,brak informacji,cegła,brak informacji
https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-przy-parku-ID4jzGm,Dwupokojowe mieszkanie przy parku,"os. Andaluzja, Piekary Śląskie, śląskie",1 200 zł,"Do wynajęcia dwupokojowe mieszkanie po generalnym remoncie w Piekarach Śl. na osiedlu Andaluzja.Mieszkanie znajduje się na 3 piętrze 4- piętrowego bloku. Ustawne mieszkanie o powierzchni 38 m2 składa się z:- dużego, jasnego pokoju dziennego,- małej sypialni,- niezależnej jasnej kuchni,- łazienki z toaletą,- przedpokoju.Informacja ogólne:- mieszkanie świeżo po generalnym remoncie,- w całym mieszkaniu została wymieniona instalacja elektryczna, gazowa i wodno-kanalizacyjna,- okna PCV z nowymi parapetami,- ściany i sufity wykończone gładzią gipsową, - na podłogach w pokojach nowe panele, w kuchni i przedpokoju nowa glazura,- łazienka z toaletą w nowej gustownej glazurze, nowe sanitariaty (toaleta, umywalka w zabudowie z szafką, kabina prysznicowa), nowy junkers, podłączenie pod pralkę,W kuchni meble kuchenne, mały stolik.W dużym pokoju meblościanka i wypoczynek.Kwestia umeblowania i doposażenia mieszkania do uzgodnienia.Umawiaj się śmiało :). Całość wynagrodzenia Biura pokrywa Właściciel mieszkania.Bezpośrednio przy osiedlu znajduje się park, gdzie można wybrać się na spokojny spacer. Wokół osiedla świetnie rozwinięta infrastruktura usługowo-handlowa: bary, sklepy, piekarnia, cukiernia, apteka, siłownia, fryzjer, przystanek autobusowy Kamień.Miesięczny koszt: 1.200 zł + 415 zł (czynsz na rzecz Spółdzielni z zaliczką na CO) + media (gaz, prąd, woda, wywóz śmieci).Kaucja zabezpieczająca, zwrotna przy rozwiązaniu umowy w kwocie: 3.000 zł.Mieszkanie wolne od 19 stycznia 2024r. Oczywiście możliwość wcześniejszych oględzin.Zapraszam do kontaktu! Marian Frej + 48 570-655-422.Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.",38 m²,415 zł/miesiąc,2,3 000 zł,3/4,blok,2024-01-19,,Obsługa zdalnaZapytaj,,biuro nieruchomości,brak informacji,brak informacji,internet,miejskie,domofon / wideofon,plastikowe,nie,brak informacji,brak informacji,brak informacji,piwnica
https://www.otodom.pl/pl/oferta/sosnowiec-zagorze-kisielewskiego-15-2-pokoje-ID4juez,Sosnowiec Zagórze Kisielewskiego 15 - 2 pokoje,"ul. Stefana Kisielewskiego, Zagórze Południe, Sosnowiec, śląskie",1 200 zł,"Oferujemy do wynajęcia przytulne dwupokojowe mieszkanie przy ulicy Kisielewskiego 15 w Sosnowcu ZagórzeBudynek znajduje się na osiedlu wysokich bloków, a samo mieszkanie na 10. piętrze, dzięki czemu, można obserwować panoramę całej okolicy. Mieszkanie o powierzchni 33m2 jest kompletnie urządzone i wyposażone w sprzęty AGD.Gotowe do zamieszkania.Mieszkanie jest wyjątkowo jasne, spełniające oczekiwania każdego najemcy, niekoniecznie pojedynczego.Salon, wyposażony jest w wygodną, rozkładaną narożną kanapę, stolik kawowy, dwie komody i TV a także stolik jadalny z czterema krzesłami. Łączy się z otwarta kuchnią, z pełnym wyposażeniem AGD (jest również mikrofalówka i express do kawy). Na wyposażeniu lokalu, w przedpokoju, jest również duża trzyczęściowa garderoba z przesuwnymi drzwiami. Wygodna łazienka, posiada prysznic, umywalkę z szafką oraz wysoki słupek z półkami i szufladką, a także pralkę. Osobne WC.Miesięczny czynsz dla wynajmującego wynosi 1200 PLN + czynsz administracyjny 640 PLN + zaliczka na media (gaz, prąd) 120 PLN/os.Kaucja (zwrotna): 2000 PLN.Obowiązkowa polisa OC najemcy (koszt ok. 50 PLN na rok).Regulamin najmu wyklucza możliwość posiadania zwierząt przez najemców. W mieszkaniu obowiązuje też całkowity zakaz palenia.Oferta wyłączna FIESTA ZN w ramach świadczenia usług zarządzania najmem.Wszelkie dodatkowe informacje uzyskacie Państwo, dzwoniąc na nr 690-323-611  do opiekuna mieszkania z ramienia firmy, Mateusz Ochman.*Niniejsze ogłoszenie nie stanowi oferty handlowej w rozumieniu przepisów kodeksu cywilnego.*Oferta wysłana z programu dla biur nieruchomości ASARI CRM ()","32,94 m²",,2,,10/10,blok,,,Obsługa zdalnaZapytaj,do zamieszkania,biuro nieruchomości,brak informacji,meble,"telewizja kablowa, internet",miejskie,brak informacji,brak informacji,tak,brak informacji,1970,wielka płyta,brak informacji
